TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
159971684,,,,,,,"Sector 23, Sector 24, Sector 25",3.0,45.13865,241.218598524652,48.4615256612283,66.6259161285414,216.413286290904,3289.0,4.78659,0.297,0.299,5.02163,11.331,14.15,12.6261,13.3237,15.5638,11.1585,9.049,8.788
455650825,,,,,,,Sector 16,1.0,21.874,332.591092192533,42.8493262162697,49.3059400315059,356.5596233958,3200.0,5.0474,0.148,0.187,19.4222,12.1643,15.018,13.5127,,,,9.943,9.715
308779412,,,,,,,Sector 18,1.0,26.0387,24.219907786344,52.2506873992201,38.7223995093272,44.3056283403784,3150.0,5.01641,0.206,0.229,16.5512,12.4919,15.79,13.8727,,,,10.149,9.869
71926656,,,,,,,Sector 18,1.0,41.1435,26.3907856281363,55.9257438806719,41.3686770286633,48.0294137203474,3455.0,4.81312,0.38,0.367,5.71733,11.6034,13.871,12.7871,14.5672,13.4596,11.7703,9.514,9.272
1042982,,,,,,,Sector 21,1.0,20.1908,154.144453488447,27.8635625220758,15.988318662341,145.850696920055,2811.0,5.24251,0.084,0.144,50.5485,14.4178,18.58,16.1343,,,,11.331,10.955
181804752,,,,,,,Sector  9,1.0,26.4927,165.691476612015,-16.4061904736575,-20.698071013271,173.544988680275,2949.0,5.12123,,0.171430006623268,28.1241,13.5571,16.91,15.0715,16.2672,14.3142,13.2565,10.993,10.644
10588033,,,,,,,Sector 26,1.0,37.1496,268.74193071946,32.6157436489143,56.0467389234286,268.10250911715,3373.0,4.89776,0.223,0.241,8.83336,12.1209,14.483,13.3615,,,,9.996,9.719
186700494,,,,,,,Sector  8,1.0,25.9768,133.225532623346,-35.1257335702059,-49.9031020546055,150.422462370979,3343.0,4.89799,0.29,0.293,8.84405,11.3294,13.806,12.5868,,,,9.185,8.944
336119141,,,,,,,"Sector 17, Sector 18, Sector 19, Sector 24, Sector 25, Sector 26",6.0,43.3002,314.145550357536,76.5464507529983,73.4785938590852,55.2623024544298,3191.0,4.89817,0.196,0.222,8.85268,12.6356,15.73,13.9959,14.7727,16.5471,12.3826,10.363,10.055
154874922,,,,,,,"Sector 14, Sector 19, Sector 20, Sector 25, Sector 26",5.0,32.1396,195.568005840881,87.1161236535692,67.1746041875693,97.177104667961,3291.0,4.88312,0.21,0.232,8.17796,11.7226,14.4,13.0166,,,,9.531,9.287
